Promedio_Anual,Calificacion_Cualitativa,Edad,Genero,Anio_Escolar,Periodo_Lectivo,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral,Animacion_Lectura,Orientacion_Vocacional,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado,Uso_Comedor_Estudiantil,Acceso_Recursos_Tecnologicos,Participacion_Eventos_Culturales,Estrato_Socioeconomico,Categoria_Rendimiento
7.34,B-,13,Femenino,Octavo,2023-2024,4,96,0,C+,C-,A-,1,2,4,87,Si,Diario,Si,2,Media,Sobresaliente
7.02,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,1,C-,B+,C-,1,0,4,0,No,Ocasional,No,3,Media,Bueno
7.62,B+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,B-,C+,B-,2,0,0,0,No,Ocasional,Si,0,Media,Bueno
4.95,C-,14,Femenino,Noveno,2023-2024,6,51,0,C+,B-,C+,0,2,3,77,No,Nunca,No,1,Media,Bajo
6.34,C+,15,Femenino,Decimo,2022-2023,7,0,0,C-,D+,B+,0,0,0,0,No,Nunca,Si,2,Media,Bajo
5.76,C+,13,Femenino,Octavo,2023-2024,5,96,2,C+,B-,C-,3,1,2,67,No,Diario,No,0,Baja,Bajo
5.94,C+,15,Femenino,Decimo,2023-2024,6,0,1,C-,C+,B+,3,0,0,0,Si,Ocasional,No,0,Baja,Bueno
5.38,C-,14,Femenino,Octavo,2022-2023,6,85,2,C-,B+,B-,3,1,0,95,No,Ocasional,Si,2,Baja,Bajo
5.01,C-,14,Masculino,Noveno,2023-2024,6,55,0,E+,C+,C-,3,2,1,80,Si,Diario,Si,2,Media,Bajo
6.18,C+,14,Masculino,Noveno,2022-2023,8,0,0,A-,B+,B-,3,0,4,0,Si,Ocasional,Si,2,Media,Bueno
6.16,C+,17,Femenino,Primero de Bachillerato,2022-2023,8,0,2,B+,C-,B+,3,0,2,0,Si,Ocasional,Si,2,Media,Bueno
8.07,B+,13,Femenino,Octavo,2022-2023,5,87,0,B-,A-,A-,3,2,2,79,Si,Nunca,Si,1,Alta,Variable
7.65,B+,14,Femenino,Noveno,2023-2024,6,0,0,B+,B-,A-,3,0,3,0,No,Ocasional,No,1,Media,Bajo
7.1,B-,18,Masculino,Tercero de Bachillerato,2023-2024,11,0,0,A-,C-,C+,4,0,2,0,Si,Ocasional,No,1,Media,Bajo
6.38,C+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,C+,E-,B-,4,0,1,0,No,Diario,No,2,Media,Bajo
5.49,C-,16,Femenino,Primero de Bachillerato,2023-2024,8,82,2,C+,B-,D-,2,3,1,71,Si,Nunca,No,2,Media,Bajo
5.49,C-,15,Femenino,Noveno,2022-2023,6,0,0,B-,B-,C+,1,0,3,0,No,Ocasional,Si,2,Media,Bajo
6.05,C+,14,Femenino,Noveno,2023-2024,6,0,0,C+,C-,D+,0,0,4,0,Si,Diario,Si,2,Media,Bajo
6.52,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,C+,C-,C+,1,0,4,0,No,Ocasional,Si,1,Media,Bueno
7.66,B+,19,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,B+,B+,B-,2,0,2,0,Si,Ocasional,Si,3,Media,Bueno
6.4,C+,14,Femenino,Noveno,2022-2023,6,70,1,C-,C-,C-,2,3,3,75,No,Ocasional,No,2,Media,Bueno
7.47,B-,14,Masculino,Noveno,2022-2023,8,72,0,C+,D+,B-,4,3,1,98,Si,Nunca,No,0,Media,Bueno
5.9,C+,15,Masculino,Noveno,2022-2023,8,0,0,B+,D+,B-,4,0,1,0,Si,Ocasional,Si,0,Media,Bueno
4.03,D+,14,Femenino,Octavo,2022-2023,5,0,1,B-,C-,C-,0,0,1,0,Si,Ocasional,Si,1,Media,Bajo
6.2,C+,13,Femenino,Octavo,2022-2023,6,65,0,B-,A+,C-,3,2,0,63,Si,Ocasional,No,2,Media,Bueno
5.49,C-,14,Masculino,Noveno,2022-2023,6,0,0,B-,C-,E+,1,0,2,0,No,Nunca,Si,0,Media,Bueno
6.83,B-,15,Femenino,Decimo,2022-2023,7,0,0,C+,C-,B-,1,0,0,0,Si,Nunca,No,2,Media,Sobresaliente
7.19,B-,14,Femenino,Noveno,2023-2024,6,0,1,B+,B+,A+,3,0,3,0,Si,Diario,No,0,Media,Bajo
6.53,B-,15,Femenino,Decimo,2023-2024,7,50,0,A+,C+,D+,2,2,1,74,Si,Diario,No,1,Media,Bajo
8.57,A-,14,Femenino,Noveno,2022-2023,7,0,0,B+,A+,B+,3,0,4,0,No,Nunca,Si,2,Media,Bajo
5.32,C-,16,Femenino,Decimo,2023-2024,6,0,1,D-,C+,D-,3,0,3,0,Si,Diario,Si,0,Media,Bajo
5.19,C-,13,Femenino,Octavo,2023-2024,5,0,1,D+,B-,B+,0,0,3,0,No,Ocasional,Si,1,Media,Bueno
9.65,A+,15,Femenino,Decimo,2022-2023,7,0,0,B-,D+,B-,3,0,4,0,Si,Ocasional,Si,2,Media,Bajo
8.49,B+,16,Femenino,Decimo,2023-2024,7,0,1,A-,B+,A-,3,0,3,0,Si,Diario,Si,0,Media,Bajo
5.85,C+,13,Femenino,Octavo,2023-2024,5,98,0,D-,C+,A-,0,2,0,66,Si,Ocasional,Si,2,Media,Bajo
6.33,C+,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,1,B-,B-,B-,1,0,3,0,Si,Diario,Si,2,Media,Bajo
8.4,B+,16,Femenino,Decimo,2022-2023,8,0,0,B+,C-,A+,1,0,3,0,No,Nunca,No,2,Media,Variable
7.82,B+,17,Masculino,Segundo de Bachillerato,2023-2024,9,0,0,B-,B+,B+,4,0,3,0,No,Diario,Si,3,Baja,Bueno
5.14,C-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,1,D+,C+,B-,1,0,1,0,No,Diario,Si,0,Baja,Bajo
5.04,C-,14,Femenino,Octavo,2022-2023,5,0,2,C-,B+,D-,3,0,4,0,No,Ocasional,No,0,Media,Bueno
5.67,C+,15,Femenino,Decimo,2023-2024,7,67,1,C+,C-,C+,3,3,0,91,Si,Nunca,No,2,Media,Bajo
6.11,C+,13,Femenino,Octavo,2023-2024,4,0,0,C+,A-,C-,3,0,3,0,No,Diario,Si,0,Media,Bueno
5.31,C-,15,Masculino,Decimo,2023-2024,6,52,2,D+,D+,B-,3,3,0,71,No,Diario,Si,1,Media,Bajo
5.81,C+,19,Femenino,Tercero de Bachillerato,2022-2023,10,0,0,A-,E-,B+,1,0,3,0,Si,Nunca,Si,1,Alta,Bueno
5.04,C-,13,Femenino,Octavo,2023-2024,4,50,1,D+,A+,C-,3,3,3,91,Si,Nunca,Si,0,Alta,Bajo
6.93,B-,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,B+,B+,B-,2,0,2,0,No,Ocasional,No,1,Alta,Bueno
5.39,C-,14,Femenino,Octavo,2023-2024,5,64,2,E-,B+,B+,3,3,1,57,No,Ocasional,Si,0,Media,Bajo
6.72,B-,15,Femenino,Decimo,2023-2024,6,97,0,B-,B-,B+,0,2,3,81,No,Ocasional,No,1,Baja,Bueno
7.47,B-,15,Femenino,Decimo,2023-2024,7,0,1,A-,C-,B+,0,0,3,0,No,Nunca,Si,1,Media,MuyBajo
5.47,C-,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,0,C+,B+,B+,4,0,3,0,Si,Ocasional,No,3,Media,MuyBajo
7.21,B-,16,Masculino,Primero de Bachillerato,2023-2024,7,0,1,B+,A-,A-,2,0,2,0,No,Nunca,No,1,Media,MuyBajo
5.87,C+,15,Femenino,Decimo,2023-2024,7,82,0,C+,A+,C+,1,1,1,57,Si,Nunca,Si,0,Alta,Bueno
6.92,B-,16,Masculino,Primero de Bachillerato,2022-2023,10,0,1,B+,C-,A-,3,0,1,0,Si,Nunca,Si,2,Media,Bueno
4.89,C-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,1,C-,A-,C+,3,0,0,0,Si,Ocasional,Si,2,Baja,Bajo
6.24,C+,14,Masculino,Octavo,2023-2024,4,87,0,C+,B-,B-,4,1,1,85,Si,Nunca,Si,0,Media,Bajo
6.47,C+,13,Femenino,Octavo,2023-2024,4,69,0,D-,A-,C-,1,3,0,94,No,Ocasional,No,1,Media,Bajo
5.62,C+,13,Femenino,Octavo,2023-2024,4,0,0,C+,B-,C-,0,0,4,0,No,Ocasional,No,0,Baja,Bueno
5.15,C-,17,Femenino,Primero de Bachillerato,2023-2024,8,0,1,C+,D+,B-,1,0,1,0,No,Nunca,No,1,Media,Bajo
7.04,B-,15,Femenino,Decimo,2022-2023,7,80,0,A-,E+,D-,1,1,3,92,Si,Ocasional,No,1,Media,Bajo
6.6,B-,17,Femenino,Segundo de Bachillerato,2022-2023,9,0,2,B-,B-,C+,1,0,3,0,Si,Diario,Si,1,Media,Bajo
6.04,C+,14,Femenino,Octavo,2023-2024,4,0,2,B-,B+,B+,1,0,1,0,No,Nunca,Si,2,Media,Bajo
7.23,B-,16,Masculino,Decimo,2023-2024,6,98,1,C+,B+,A+,1,2,4,82,Si,Ocasional,Si,0,Media,Bajo
6.33,C+,14,Masculino,Noveno,2022-2023,6,90,0,D+,B+,B-,4,3,2,73,Si,Nunca,No,0,Media,Bueno
6.58,B-,13,Femenino,Octavo,2023-2024,4,0,0,C-,C-,C+,3,0,2,0,Si,Ocasional,Si,0,Media,Bajo
6.03,C+,14,Masculino,Noveno,2023-2024,5,0,0,B-,D-,C+,2,0,2,0,Si,Ocasional,Si,2,Media,Bueno
5.58,C+,13,Femenino,Octavo,2022-2023,6,0,0,C+,C-,B-,1,0,1,0,Si,Ocasional,Si,2,Alta,Bueno
5.46,C-,13,Femenino,Octavo,2023-2024,5,91,2,D-,E+,C+,1,1,2,88,Si,Ocasional,Si,2,Media,MuyBajo
8.41,B+,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,0,A-,B-,A+,4,0,0,0,Si,Diario,No,3,Media,MuyBajo
6.14,C+,16,Masculino,Primero de Bachillerato,2022-2023,8,85,0,C-,D+,B-,2,3,0,99,Si,Diario,No,0,Media,Bueno
6.46,C+,13,Masculino,Octavo,2022-2023,6,75,0,C+,A-,B-,3,2,2,91,Si,Ocasional,Si,1,Media,MuyBajo
6.17,C+,16,Femenino,Decimo,2023-2024,7,69,0,C-,C-,E+,3,3,4,81,No,Diario,No,1,Baja,Bajo
6.54,B-,14,Femenino,Octavo,2022-2023,5,0,0,B-,B-,C-,3,0,0,0,Si,Ocasional,Si,1,Alta,Bajo
7.03,B-,15,Femenino,Noveno,2022-2023,7,0,0,C+,B-,B+,2,0,4,0,No,Ocasional,Si,2,Media,MuyBajo
6.62,B-,14,Masculino,Octavo,2023-2024,6,54,2,B+,C-,B+,3,3,2,67,No,Ocasional,No,1,Media,Sobresaliente
7.23,B-,16,Femenino,Decimo,2022-2023,7,0,2,B+,D+,B-,2,0,1,0,Si,Diario,Si,1,Media,Bajo
6.15,C+,14,Femenino,Octavo,2022-2023,5,72,1,C+,E-,C-,2,1,3,71,Si,Nunca,Si,2,Alta,Bajo
6.18,C+,13,Femenino,Octavo,2022-2023,6,0,1,B+,C+,E+,3,0,1,0,Si,Ocasional,Si,2,Media,MuyBajo
7.72,B+,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,B-,A+,B-,3,0,2,0,Si,Nunca,Si,0,Alta,MuyBajo
6.83,B-,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B-,A-,A-,2,0,4,0,No,Nunca,No,2,Baja,Bueno
6.67,B-,17,Femenino,Primero de Bachillerato,2023-2024,7,0,0,C-,B+,B+,1,0,2,0,Si,Ocasional,Si,2,Media,Bajo
6.51,B-,16,Femenino,Decimo,2022-2023,7,63,1,C-,B-,C-,2,1,2,91,No,Ocasional,No,1,Media,Sobresaliente
6.76,B-,14,Femenino,Noveno,2022-2023,7,0,0,B-,B-,A+,3,0,2,0,Si,Diario,Si,2,Media,MuyBajo
3.88,D+,14,Masculino,Octavo,2022-2023,6,84,0,C-,D+,E-,3,1,0,66,No,Nunca,Si,2,Media,Bajo
7.63,B+,16,Masculino,Primero de Bachillerato,2023-2024,7,0,0,C+,B+,A-,5,0,3,0,Si,Nunca,Si,2,Alta,Bueno
5.87,C+,13,Femenino,Octavo,2022-2023,5,0,0,B-,C+,C+,1,0,3,0,Si,Nunca,Si,1,Baja,Bueno
6.52,B-,13,Femenino,Octavo,2023-2024,5,0,0,B-,B+,B-,3,0,2,0,No,Diario,Si,0,Media,Bajo
6.15,C+,14,Femenino,Noveno,2022-2023,7,90,2,B+,C+,B+,3,3,3,56,Si,Ocasional,No,1,Media,Bajo
5.25,C-,13,Femenino,Octavo,2023-2024,5,57,0,C-,C+,C-,1,1,0,57,No,Nunca,Si,1,Media,Sobresaliente
8.34,B+,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,0,B+,A+,C+,3,0,4,0,Si,Ocasional,Si,1,Media,MuyBajo
6.02,C+,14,Femenino,Octavo,2023-2024,5,58,0,A-,C-,B-,0,3,1,93,No,Ocasional,No,1,Baja,Bajo
7.15,B-,13,Femenino,Octavo,2023-2024,4,50,0,C+,B+,B-,0,2,2,89,Si,Ocasional,Si,2,Media,Bueno
2.9,D-,13,Femenino,Octavo,2023-2024,5,0,2,D-,C-,B-,1,0,1,0,No,Diario,No,0,Media,Bajo
5.88,C+,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,E+,B-,D+,3,0,1,0,Si,Ocasional,Si,1,Media,Bueno
4.91,C-,15,Femenino,Decimo,2022-2023,8,0,0,C-,C+,C-,1,0,3,0,Si,Ocasional,Si,0,Media,MuyBajo
6.6,B-,13,Masculino,Octavo,2022-2023,7,89,0,D+,B-,B-,1,1,4,55,Si,Ocasional,Si,2,Media,Bajo
6.58,B-,13,Femenino,Octavo,2022-2023,6,57,0,B-,C-,B+,0,1,1,76,Si,Diario,Si,0,Media,Bueno
5.72,C+,14,Femenino,Noveno,2022-2023,6,61,0,C+,E-,E+,1,2,1,56,Si,Ocasional,No,0,Media,Variable
7.6,B+,14,Femenino,Octavo,2022-2023,6,77,1,B-,B+,B+,3,2,0,63,Si,Diario,No,0,Media,Bajo
5.43,C-,14,Masculino,Noveno,2022-2023,7,0,0,C-,C-,B-,4,0,1,0,Si,Diario,Si,1,Media,Bajo
5.63,C+,17,Femenino,Primero de Bachillerato,2022-2023,9,0,2,C-,C-,C+,4,0,4,0,Si,Nunca,Si,0,Alta,MuyBajo
6.12,C+,15,Femenino,Decimo,2022-2023,7,0,0,C+,C+,B+,3,0,4,0,No,Diario,No,1,Baja,Bajo
6.95,B-,13,Masculino,Octavo,2023-2024,5,0,0,C-,E+,D+,1,0,4,0,Si,Ocasional,Si,1,Media,Bueno
7.63,B+,18,Masculino,Segundo de Bachillerato,2022-2023,10,0,0,B+,B-,B-,5,0,1,0,No,Ocasional,Si,3,Baja,Bajo
6.08,C+,16,Masculino,Primero de Bachillerato,2023-2024,7,0,1,C+,B+,C+,2,0,3,0,No,Diario,No,2,Baja,Bueno
6.17,C+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,B-,A-,B+,2,0,2,0,No,Ocasional,No,1,Baja,Bajo
5.74,C+,14,Femenino,Noveno,2023-2024,6,0,1,C-,B-,B+,2,0,2,0,Si,Diario,Si,0,Media,Bueno
6.22,C+,16,Masculino,Primero de Bachillerato,2022-2023,9,0,1,C+,A+,B-,5,0,4,0,No,Diario,Si,0,Media,Bajo
6.36,C+,13,Masculino,Octavo,2022-2023,7,94,0,B+,D+,B-,1,2,3,95,No,Ocasional,No,0,Media,Bajo
7.07,B-,16,Femenino,Decimo,2022-2023,8,73,0,B-,C+,C+,3,1,3,81,Si,Ocasional,No,1,Media,Bueno
5.89,C+,14,Femenino,Noveno,2023-2024,5,77,1,C-,B-,B+,2,2,2,64,No,Ocasional,No,1,Media,Bajo
6.12,C+,14,Femenino,Noveno,2022-2023,7,0,1,D+,C+,B+,1,0,1,0,Si,Diario,No,0,Baja,Bueno
6.88,B-,15,Masculino,Noveno,2022-2023,8,0,0,B+,B-,B-,2,0,3,0,Si,Nunca,Si,0,Alta,Bajo
6.93,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,0,C+,C+,C+,2,0,1,0,No,Diario,No,0,Baja,Bajo
7.38,B-,14,Femenino,Noveno,2022-2023,6,0,0,A+,C+,B-,2,0,4,0,Si,Nunca,Si,0,Alta,Bajo
6.14,C+,13,Masculino,Octavo,2023-2024,5,0,0,B-,B+,B-,2,0,1,0,No,Diario,Si,1,Baja,Bueno
6.43,C+,15,Femenino,Decimo,2022-2023,8,61,0,B-,C+,B-,1,2,4,69,Si,Diario,No,0,Media,Bueno
6.69,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,55,0,A+,D-,B-,1,3,1,91,No,Diario,Si,2,Media,MuyBajo
6.66,B-,13,Masculino,Octavo,2022-2023,7,80,0,C-,A-,C+,4,1,1,65,No,Nunca,Si,0,Media,Bueno
5.26,C-,16,Femenino,Decimo,2022-2023,7,0,0,E-,B+,B-,0,0,2,0,No,Ocasional,No,0,Baja,Bueno
6.15,C+,14,Femenino,Noveno,2023-2024,5,0,1,C-,B+,B+,3,0,2,0,Si,Diario,Si,2,Media,Bajo
6.58,B-,16,Masculino,Decimo,2022-2023,7,0,0,B-,B+,C+,2,0,1,0,Si,Ocasional,Si,2,Media,Bajo
6.29,C+,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,0,B+,B-,C+,3,0,2,0,No,Ocasional,No,1,Media,Variable
5.43,C-,14,Femenino,Octavo,2022-2023,5,0,1,C-,B+,C+,0,0,1,0,No,Diario,No,1,Baja,Bueno
8.08,B+,15,Masculino,Decimo,2022-2023,7,80,0,B+,A+,D+,2,1,2,65,No,Ocasional,Si,2,Media,Bajo
4.73,C-,15,Femenino,Noveno,2022-2023,7,0,0,B-,B-,C+,3,0,3,0,Si,Ocasional,No,0,Media,Bajo
8.02,B+,15,Femenino,Decimo,2022-2023,7,95,0,B-,B+,B-,1,1,0,90,No,Nunca,No,2,Media,Bajo
6.66,B-,15,Femenino,Decimo,2023-2024,7,0,1,A-,D+,B-,1,0,2,0,No,Diario,No,0,Media,Bajo
6.25,C+,14,Masculino,Noveno,2022-2023,8,0,0,B+,D+,C+,4,0,3,0,Si,Nunca,Si,2,Media,Bajo
6.86,B-,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C-,B-,C-,4,0,4,0,Si,Diario,Si,3,Media,Bajo
6.04,C+,15,Masculino,Decimo,2023-2024,8,86,0,D+,B-,B-,4,2,1,83,No,Ocasional,Si,1,Media,Sobresaliente
6.16,C+,16,Femenino,Decimo,2023-2024,7,0,0,B-,B+,B+,1,0,1,0,No,Diario,No,0,Media,Bueno
6.19,C+,14,Femenino,Noveno,2023-2024,6,69,0,D+,C+,B-,0,3,3,76,Si,Nunca,Si,1,Media,Variable
4.05,D+,13,Femenino,Octavo,2022-2023,6,51,1,E-,C+,B+,2,2,1,62,Si,Ocasional,Si,0,Alta,Bajo
5.97,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,D+,A-,B-,4,0,1,0,Si,Diario,Si,2,Media,Bueno
6.29,C+,18,Femenino,Segundo de Bachillerato,2022-2023,10,0,1,D-,C+,C+,4,0,1,0,Si,Nunca,Si,1,Alta,Bajo
5.79,C+,15,Femenino,Decimo,2023-2024,6,0,0,D+,B+,B+,3,0,3,0,No,Ocasional,Si,1,Media,Bajo
6.18,C+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,E-,B-,C-,4,0,1,0,Si,Ocasional,Si,2,Alta,Bajo
7.42,B-,14,Femenino,Noveno,2022-2023,6,0,0,C+,C+,B+,3,0,1,0,Si,Nunca,No,0,Media,Sobresaliente
5.07,C-,13,Masculino,Octavo,2023-2024,6,0,0,B+,C+,C+,1,0,2,0,No,Nunca,Si,1,Media,Bajo
6.1,C+,14,Femenino,Noveno,2022-2023,7,0,1,B+,D+,B-,3,0,3,0,No,Ocasional,Si,1,Media,Bueno
6.28,C+,14,Masculino,Noveno,2022-2023,8,0,1,B-,B-,C-,3,0,4,0,No,Nunca,No,1,Media,Bajo
7.72,B+,16,Femenino,Decimo,2023-2024,7,52,0,C-,B+,B-,3,1,1,72,Si,Diario,Si,1,Media,Variable
5.21,C-,14,Femenino,Noveno,2023-2024,5,0,1,C+,B-,B+,0,0,1,0,Si,Diario,Si,0,Baja,Bajo
7.52,B+,14,Masculino,Octavo,2023-2024,6,0,0,B+,A-,D+,3,0,0,0,Si,Ocasional,No,0,Media,Bueno
7.18,B-,14,Femenino,Octavo,2022-2023,5,90,0,B-,B-,B-,2,1,2,78,No,Diario,No,1,Media,Bueno
6.02,C+,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B+,D-,B+,3,0,2,0,Si,Nunca,Si,2,Media,Bajo
5.54,C+,14,Femenino,Noveno,2023-2024,6,0,1,A-,A-,E-,0,0,4,0,No,Ocasional,Si,2,Media,Bajo
7.17,B-,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,0,C+,C-,B-,4,0,4,0,No,Nunca,Si,2,Media,Bajo
5.51,C+,15,Femenino,Decimo,2022-2023,7,0,1,B+,B-,C+,1,0,2,0,No,Diario,Si,1,Baja,Bueno
5.48,C-,16,Femenino,Decimo,2023-2024,7,0,1,D+,C+,B+,2,0,1,0,Si,Ocasional,Si,0,Media,Variable
6.25,C+,13,Masculino,Octavo,2022-2023,5,0,1,A-,B-,B+,4,0,3,0,No,Ocasional,No,1,Media,Bueno
6.65,B-,13,Femenino,Octavo,2023-2024,4,52,0,B-,C+,E+,2,1,3,58,Si,Ocasional,No,0,Media,Bueno
5.91,C+,15,Femenino,Noveno,2022-2023,6,0,1,B+,C+,B-,3,0,3,0,No,Diario,Si,0,Baja,MuyBajo
7.17,B-,15,Femenino,Noveno,2023-2024,6,0,0,C+,B+,C+,1,0,0,0,No,Ocasional,Si,0,Media,Variable
7.31,B-,18,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,A+,B-,B+,3,0,3,0,Si,Diario,Si,3,Media,Bajo
6.92,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,2,A-,B+,D-,4,0,3,0,Si,Nunca,No,0,Media,Bueno
4.92,C-,15,Femenino,Decimo,2022-2023,7,0,0,B+,E-,C+,3,0,4,0,Si,Ocasional,Si,1,Media,Bajo
6.04,C+,14,Femenino,Octavo,2023-2024,5,0,2,B-,B-,C+,3,0,4,0,Si,Ocasional,Si,1,Media,Bajo
6.08,C+,14,Femenino,Octavo,2022-2023,6,0,0,B-,B+,B-,2,0,1,0,Si,Nunca,No,2,Media,Bajo
6.53,B-,15,Masculino,Noveno,2023-2024,7,95,1,B+,B+,C+,3,3,1,99,No,Nunca,No,0,Media,Bajo
7.18,B-,14,Femenino,Noveno,2023-2024,6,80,2,B-,B+,B-,2,2,3,82,No,Diario,No,1,Baja,Bajo
5.42,C-,14,Femenino,Octavo,2023-2024,5,53,2,B-,A-,B-,2,2,4,56,Si,Diario,No,0,Media,Bueno
5.89,C+,13,Masculino,Octavo,2022-2023,5,0,0,B+,C+,E+,2,0,1,0,No,Diario,Si,1,Media,Bueno
5.19,C-,15,Femenino,Decimo,2023-2024,7,0,0,D-,C+,C+,3,0,3,0,No,Diario,No,2,Baja,Bajo
6.34,C+,13,Femenino,Octavo,2022-2023,6,69,0,B+,B-,C-,0,1,3,60,Si,Diario,Si,2,Media,Bajo
9.79,A+,16,Masculino,Decimo,2023-2024,6,99,0,C-,B+,B+,3,1,3,77,No,Ocasional,Si,1,Baja,Bajo
6.95,B-,15,Femenino,Decimo,2022-2023,8,0,1,B+,B-,B+,3,0,2,0,Si,Diario,Si,0,Baja,Bueno
8.03,B+,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,0,A+,B+,B-,3,0,3,0,No,Diario,Si,1,Baja,Bajo
7.84,B+,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,1,B+,B-,B+,2,0,3,0,No,Ocasional,Si,2,Media,Bueno
5.77,C+,14,Femenino,Noveno,2023-2024,6,0,0,B-,B-,C+,1,0,1,0,No,Ocasional,No,2,Baja,Variable
4.72,C-,13,Masculino,Octavo,2023-2024,4,88,2,B-,B-,D+,3,3,0,74,Si,Ocasional,Si,0,Media,Bajo
5.24,C-,17,Masculino,Segundo de Bachillerato,2022-2023,9,0,1,B-,C-,D+,2,0,4,0,Si,Nunca,Si,1,Media,Bueno
5.77,C+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,1,D-,B-,B-,1,0,1,0,No,Diario,Si,3,Baja,Bueno
6.8,B-,14,Femenino,Noveno,2022-2023,6,0,0,B+,B-,C-,3,0,0,0,Si,Ocasional,No,0,Media,Bueno
6.07,C+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,2,C+,A-,C+,3,0,2,0,Si,Nunca,Si,2,Media,Bajo
8.48,B+,19,Masculino,Tercero de Bachillerato,2023-2024,11,55,0,B+,C-,C-,2,1,0,69,No,Ocasional,Si,2,Media,Bueno
5.72,C+,17,Masculino,Segundo de Bachillerato,2022-2023,11,0,2,B+,C+,C+,2,0,4,0,No,Ocasional,Si,1,Media,Bajo
7.62,B+,17,Femenino,Segundo de Bachillerato,2023-2024,8,100,0,C+,B-,A+,2,2,2,81,No,Diario,Si,1,Media,Bueno
5.98,C+,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,1,C+,E+,C-,1,0,2,0,No,Nunca,No,3,Baja,Sobresaliente
5.47,C-,14,Femenino,Noveno,2022-2023,6,0,0,B-,C-,B-,3,0,2,0,No,Diario,Si,2,Baja,Bueno
6.67,B-,17,Femenino,Segundo de Bachillerato,2022-2023,9,0,1,C+,B-,C-,4,0,1,0,Si,Ocasional,Si,3,Media,Bajo
6.09,C+,14,Femenino,Octavo,2022-2023,6,0,1,C-,C-,D+,0,0,2,0,No,Ocasional,Si,1,Media,Sobresaliente
5.47,C-,16,Femenino,Decimo,2022-2023,7,0,2,C-,B+,C+,3,0,2,0,No,Nunca,Si,1,Media,Bajo
5.38,C-,14,Femenino,Octavo,2023-2024,5,0,0,C+,D-,B+,2,0,3,0,Si,Ocasional,Si,2,Media,Bajo
7.01,B-,13,Femenino,Octavo,2022-2023,5,0,0,B-,C-,C+,2,0,2,0,No,Diario,No,2,Media,Bajo
9.57,A+,15,Masculino,Decimo,2023-2024,6,79,0,C-,C+,C+,2,3,0,59,Si,Nunca,Si,0,Alta,Bajo
6.7,B-,16,Masculino,Primero de Bachillerato,2022-2023,10,57,1,C-,C+,B-,3,1,1,78,Si,Nunca,Si,0,Media,Bajo
7.18,B-,14,Femenino,Octavo,2022-2023,5,0,0,A-,A-,B+,2,0,2,0,Si,Nunca,No,1,Media,Bueno
6.36,C+,14,Femenino,Octavo,2023-2024,4,0,0,A-,E+,B+,3,0,3,0,Si,Diario,Si,1,Media,Bajo
4.93,C-,15,Femenino,Decimo,2022-2023,8,95,1,E+,A-,C+,1,2,2,91,No,Ocasional,No,0,Media,Bueno
5.4,C-,15,Masculino,Decimo,2022-2023,8,62,0,B-,D+,D+,3,1,2,53,Si,Ocasional,Si,0,Alta,Bueno
4.68,C-,14,Masculino,Noveno,2023-2024,5,81,2,D+,C+,D+,4,3,2,75,No,Diario,No,2,Media,Bajo
6.54,B-,15,Femenino,Decimo,2023-2024,6,0,0,B+,C-,C-,2,0,3,0,Si,Ocasional,No,2,Media,Bajo
6.04,C+,17,Femenino,Primero de Bachillerato,2023-2024,8,0,0,D-,C-,C+,2,0,1,0,No,Diario,Si,0,Media,MuyBajo
